"","case_number","cmte_id","cmte_name","report_type","report_year","fine_amount","office","state","district","cand_name","late_filed_not_filed","paid_yes_no","line_image","end_line_image","timestamp"
"1412",1525,"C00421628","WEGNER FOR CONGRESS","12P",2006,160,"H","NV",4,"WEGNER, KENNETH","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092593555+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092593569+0","26-AUG-18"
"1413",1526,"C00269837","HASTINGS FOR CONGRESS","12P",2006,975,"H","FL",20,"HASTINGS, ALCEE L","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092593570+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092593583+0","26-AUG-18"
"1414",1527,"C00420117","NED LAMONT FOR SENATE","12C",2006,4400,"S","CT",0,"LAMONT, EDWARD M","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092593584+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092593596+0","26-AUG-18"
"1415",1528,"C00393009","DANIEL MONGIARDO FOR US SENATE","48H",2004,7840,"S","KY",0,"MONGIARDO, DANIEL","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092613312+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092613423+0","26-AUG-18"
"1416",1529,"C00415414","COMMITTEE TO ELECT JOHN JACOB","48H",2006,3110,"H","UT",3,"JACOB, JOHN","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092612422+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092612463+0","26-AUG-18"
"1417",1530,"C00412775","CAMPAIGN TO ELECT MIKE PROTACK","12P",2006,1400,"S","DE",0,"PROTACK, MICHAEL D","L","N","http://docquery.fec.gov/cgi-bin/fecimg/?_27092612464+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092612510+0","26-AUG-18"
"1418",1531,"C00417048","JEFF LATAS FOR CONGRESS","12P",2006,4000,"H","AZ",8,"LATAS, JEFFREY LYNN","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092612511+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092612550+0","26-AUG-18"
"1419",1532,"C00213611","LOUISE SLAUGHTER RE-ELECTION COMMITTEE","12P",2006,450,"H","NY",25,"SLAUGHTER, LOUISE","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092593597+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092593613+0","26-AUG-18"
"1420",1533,"C00273169","MALONEY FOR CONGRESS","12P",2006,2400,"H","NY",12,"MALONEY, CAROLYN B.","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594968+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594988+0","26-AUG-18"
"1421",1534,"C00240986","SERRANO FOR CONGRESS","12P",2006,900,"H","NY",15,"SERRANO, JOSE E.","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092593614+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092593630+0","26-AUG-18"
"1422",1535,"C00421131","ZANZI FOR CONGRESS","12P",2006,1400,"H","NY",1,"ZANZI, ITALO ANDRES","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092593631+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092593647+0","26-AUG-18"
"1423",1536,"C00335232","ALLEGHENY ENERGY INC. FEDERAL POLITICAL ACTION COMMITTEE","M9",2006,500,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092593648+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092593660+0","26-AUG-18"
"1424",1537,"C00394353","CANSECO FOR CONGRESS","Q3",2006,0,"H","TX",21,"CANSECO, FRANCISCO 'QUICO'","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594400+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594419+0","26-AUG-18"
"1425",1538,"C00415349","CITIZENS FOR SHERMAN PARKER","Q3",2006,190,"H","MO",2,"PARKER, SHERMAN","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594420+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594439+0","26-AUG-18"
"1426",1539,"C00417253","CITIZENS TO ELECT PHILLIP JACKSON","Q3",2006,187,"H","IL",1,"JACKSON, PHILLIP","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594440+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594463+0","26-AUG-18"
"1427",1540,"C00420505","COMMITTEE TO ELECT MARVELL MITCHELL FOR CONGRESS","Q3",2006,3500,"H","TN",9,"MITCHELL, MARVELL R","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092612551+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092612591+0","26-AUG-18"
"1428",1541,"C00415315","DAVID PFEFFER CAMPAIGN","Q3",2006,100,"S","NM",0,"PFEFFER, JOHN DAVID ABELES","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594464+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594483+0","26-AUG-18"
"1429",1542,"C00424978","DONZELLA JAMES FOR US CONGRESS CAMPAIGN 2006","Q3",2006,500,"H","GA",13,"JAMES, DONZELLA J","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092602314+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092602337+0","26-AUG-18"
"1430",1543,"C00384198","FRIENDS OF JOE NATION","Q3",2006,340,"H","CA",6,"NATION,  JOE","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594484+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594503+0","26-AUG-18"
"1431",1544,"C00395772","FRIENDS OF JOE ORTEGA III FOR CONGRESS","Q3",2006,0,"H","OH",13,"ORTEGA, JOSE","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594504+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594523+0","26-AUG-18"
"1432",1545,"C00423210","FRIENDS TO ELECT VANCE W CHEEK JR","Q3",2006,3350,"H","TN",1,"CHEEK, VANCE W JR","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092612592+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092612614+0","26-AUG-18"
"1433",1546,"C00424051","GREEN FOR CHANGE","Q3",2006,135,"H","NY",10,"GREEN, ROGER LEON","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594524+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594546+0","26-AUG-18"
"1434",1547,"C00414177","HOMER HARTAGE","Q3",2006,2700,"H","FL",8,"HARTAGE, HOMER L","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092612615+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092612648+0","26-AUG-18"
"1435",1548,"C00391011","JANE HAGUE FOR CONGRESS","Q3",2006,0,"H","WA",1,"HAGUE, JANE","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_27092612649+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092612712+0","26-AUG-18"
"1436",1549,"C00414748","JOHN KONOP FOR CONGRESS","Q3",2006,900,"H","GA",6,"KONOP, JOHN","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594547+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594569+0","26-AUG-18"
"1437",1550,"C00413229","NEREE FOR US CONGRESS","Q3",2006,5625,"H","FL",24,"NEREE, DUFIRSTSON JULIO","L","N","http://docquery.fec.gov/cgi-bin/fecimg/?_27092612713+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092612737+0","26-AUG-18"
"1438",1551,"C00414268","SARDO FOR CONGRESS '06","Q3",2006,160,"H","CA",26,"SARDO, S SONNY","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594570+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594692+0","26-AUG-18"
"1439",1552,"C00414581","TIM DUNN FOR CONGRESS","Q3",2006,0,"H","NC",8,"DUNN, TIMOTHY MARK","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_27092612738+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092612816+0","26-AUG-18"
"1440",1553,"C00416040","WARNER FOR CONGRESS","Q3",2006,300,"H","CA",26,"WARNER, RUSS","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594593+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594616+0","26-AUG-18"
"1441",1554,"C00411496","ZANDSTRA FOR US SENATE COMMITTEE","Q3",2006,140,"S","MI",0,"ZANDSTRA, GERALD L","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594617+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594636+0","26-AUG-18"
"1442",1555,"C00141242","AGRI-MARK INC POLITICAL ACTION COMMITTEE","Q3",2006,250,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594989+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092595010+0","26-AUG-18"
"1443",1556,"C00396028","AL GREEN FOR CONGRESS","Q3",2006,787,"H","TX",9,"GREEN, ALEXANDER","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600002+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600023+0","26-AUG-18"
"1444",1557,"C00412718","AMERICANS AGAINST ILLEGAL IMMIGRATION PAC","Q3",2006,5950,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092602854+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092602877+0","26-AUG-18"
"1445",1558,"C00426262","COMMITTEE TO ELECT JAKE FORD FOR CONGRESS; THE","Q3",2006,2400,"H","TN",9,"FORD, JAKE","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600024+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600045+0","26-AUG-18"
"1446",1559,"C00355818","COUNCIL OF SCHOOL SUPERVISORS AND ADMINISTRATORS LOCAL 1 AFSA AFL-CIO","Q3",2006,900,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092612888+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092612937+0","26-AUG-18"
"1447",1560,"C00425694","IA VETS FOR CONGRESS","Q3",2006,2025,"H","PA",8,"MURPHY, PATRICK J.","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600046+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600067+0","26-AUG-18"
"1448",1561,"C00420091","MAATTA FOR CONGRESS CAMPAIGN COMMITTEE","Q3",2006,2100,"H","SC",1,"MAATTA, RANDAL G","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_27092613424+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092613448+0","26-AUG-18"
"1449",1562,"C00419267","MOUNTJOY FOR US SENATE","Q3",2006,2550,"S","CA",0,"MOUNTJOY, RICHARD L","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600068+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600089+0","26-AUG-18"
"1450",1563,"C00369884","MZM INC. PAC","Q3",2006,0,"","",NA,"","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_27092613449+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092613541+0","26-AUG-18"
"1451",1564,"C00188987","NATIONAL ASSOCIATION FOR HOME CARE POLITICAL ACTION COMMITTEE","Q3",2006,290,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600090+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600111+0","26-AUG-18"
"1452",1565,"C00143362","PLUMBERS LOCAL 519 POLITICAL ACTION COMMITTEE","Q3",2006,287,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600112+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600133+0","26-AUG-18"
"1453",1566,"C00396655","SAN ANTONIO POLICE OFFICERS' ASSOCIATION POLITICAL ACTION COMMITTEE","Q3",2006,962,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600134+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600155+0","26-AUG-18"
"1454",1567,"C00417576","TERRIPAC","Q3",2006,1350,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600156+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600177+0","26-AUG-18"
"1455",1568,"C00010793","THE LOOSE GROUP","Q3",2006,2150,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092612938+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092612974+0","26-AUG-18"
"1456",1569,"C00232835","PLUMBERS & PIPEFITTERS LOCAL #333 FEDERAL PAC FUND","Q3",2006,1200,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600178+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600201+0","26-AUG-18"
"1457",1570,"C00397661","COBURN FOR SENATE COMMITTEE","48H",2004,33170,"S","OK",0,"COBURN, THOMAS A","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600202+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600227+0","26-AUG-18"
"1458",1571,"C00335232","ALLEGHENY ENERGY INC. FEDERAL POLITICAL ACTION COMMITTEE","M10",2006,275,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092602338+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092602351+0","26-AUG-18"
"1459",1572,"C00279380","DISTRICT NO. 1-PCD, MARINE ENGINEERS' BENEFICIAL ASSOC. - POLITICAL ACTION FUND (MEBA-PAF)","M10",2006,900,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092602352+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092602365+0","26-AUG-18"
"1460",1573,"C00114694","AIRLINES FOR AMERICA (A4A) POLITICAL ACTION COMMITTEE","12G",2006,165,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600228+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600257+0","26-AUG-18"
"1461",1574,"C00396028","AL GREEN FOR CONGRESS","12G",2006,1350,"H","TX",9,"GREEN, ALEXANDER","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600258+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600287+0","26-AUG-18"
"1462",1575,"C00335232","ALLEGHENY ENERGY INC. FEDERAL POLITICAL ACTION COMMITTEE","12G",2006,750,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600288+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600317+0","26-AUG-18"
"1463",1576,"C00142489","ALLETE PAC","12G",2006,600,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600318+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600347+0","26-AUG-18"
"1464",1577,"C00332924","ARMOR HOLDINGS, INC. POLITICAL ACTION COMMITTEE (ARMOR HOLDINGS PAC)","12G",2006,500,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600348+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600377+0","26-AUG-18"
"1465",1578,"C00423335","BYRNE FOR CONGRESS COMMITTEE; THE","12G",2006,600,"H","MO",1,"BYRNE, MARK","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600378+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600407+0","26-AUG-18"
"1466",1579,"C00283986","CHEVY CHASE BANK POLITICAL ACTION COMMITTEE","12G",2006,900,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600408+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600437+0","26-AUG-18"
"1467",1580,"C00370122","COMMITTEE FOR A DEMOCRATIC FUTURE","12G",2006,900,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600438+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600467+0","26-AUG-18"
"1468",1581,"C00416321","COMMITTEE TO ELECT BRAD BLANTON","12G",2006,500,"H","VA",7,"BLANTON, BRAD","L","N","http://docquery.fec.gov/cgi-bin/fecimg/?_27092613149+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092613178+0","26-AUG-18"
"1469",1582,"C00387555","COUNCIL FOR A LIVABLE WORLD CANDIDATE FUND","12G",2006,1400,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600468+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600497+0","26-AUG-18"
"1470",1583,"C00248849","CROPLIFE AMERICA POLITICAL ACTION COMMITTEE","12G",2006,160,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600498+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600527+0","26-AUG-18"
"1471",1584,"C00279380","DISTRICT NO. 1-PCD, MARINE ENGINEERS' BENEFICIAL ASSOC. - POLITICAL ACTION FUND (MEBA-PAF)","12G",2006,1400,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600528+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600557+0","26-AUG-18"
"1472",1585,"C00341552","DOLLAR THRIFTY AUTOMOTIVE GROUP INC PAC (DTAG PAC)","12G",2006,500,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600558+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600587+0","26-AUG-18"
"1473",1586,"C00003756","FOOD PRODUCTS ASSOCIATION POLITICAL ACTION COMMITTEE (FPA-PAC)","12G",2006,500,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600558+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092600617+0","26-AUG-18"
"1474",1587,"C00397836","FRIENDS OF RICHARD HOFFMAN","12G",2006,240,"H","NY",18,"HOFFMAN, RICHARD A","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092612975+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092613002+0","26-AUG-18"
"1475",1588,"C00429795","GLORIA HEARN","12G",2006,5000,"H","LA",5,"HEARN, GLORIA WILLIAMS","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_29092624322+0","http://docquery.fec.gov/cgi-bin/fecimg/?_29092624374+0","26-AUG-18"
"1476",1589,"C00388793","GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE","12G",2006,900,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594637+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594666+0","26-AUG-18"
"1477",1590,"C00415521","KEVIN ZEESE FOR US SENATE","12G",2006,210,"S","MD",0,"ZEESE, KEVIN","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594667+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594696+0","26-AUG-18"
"1478",1591,"C00095059","L.A. P.A.C.","12G",2006,6000,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594697+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594726+0","26-AUG-18"
"1479",1592,"C00163535","IRONWORKERS LOCAL 401 POLITICAL ACTION FUND","12G",2006,900,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594727+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594756+0","26-AUG-18"
"1480",1593,"C00420091","MAATTA FOR CONGRESS CAMPAIGN COMMITTEE","12G",2006,4500,"H","SC",1,"MAATTA, RANDAL G","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_27092613179+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092613208+0","26-AUG-18"
"1481",1594,"C00153031","OREGON REPUBLICAN PARTY","12G",2006,3750,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594757+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594786+0","26-AUG-18"
"1482",1595,"C00373217","PENSKE TRUCK LEASING CO LP POLITICAL ACTION COMMITTEE","12G",2006,600,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594787+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594816+0","26-AUG-18"
"1483",1596,"C00385377","ROAD TO VICTORY POLITICAL ACTION COMMITTEE","12G",2006,900,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594817+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594846+0","26-AUG-18"
"1484",1597,"C00396291","TEAM AMERICA PAC","12G",2006,1750,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_28092614242+0","http://docquery.fec.gov/cgi-bin/fecimg/?_28092614290+0","26-AUG-18"
"1485",1598,"C00358366","TESORO PETROLEUM CORPORATION POLITICAL ACTION COMMITTEE","12G",2006,900,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594847+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594876+0","26-AUG-18"
"1486",1599,"C00325498","THE FRED D. THOMPSON PAC","12G",2006,450,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594877+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594906+0","26-AUG-18"
"1487",1600,"C00414417","TOM BARLOW FOR CONGRESS '06","12G",2006,450,"H","KY",1,"BARLOW, THOMAS J III","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594907+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594936+0","26-AUG-18"
"1488",1601,"C00172841","UNITED EGG ASSOCIATION EGGPAC","12G",2006,900,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092613003+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092613040+0","26-AUG-18"
"1489",1602,"C00040741","UTILITY WORKERS UNION OF AMERICA COPE","12G",2006,3000,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594937+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092594967+0","26-AUG-18"
"1490",1603,"C00417154","BOUCHARD FOR US SENATE","48H",2006,10181,"S","MI",0,"BOUCHARD, MICHAEL J","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092602878+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092602895+0","26-AUG-18"
"1491",1604,"C00169508","AAI CORPORATION POLITICAL ACTION COMMITTEE","12G",2006,750,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092603912+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092603956+0","26-AUG-18"
"1492",1605,"C00366385","ADVANCED ACOUSTIC CONCEPTS LLC PAC","12G",2006,500,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092603957+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092604001+0","26-AUG-18"
"1493",1606,"C00340356","ADVANCED MEDICAL TECHNOLOGY ASSOCIATION POLITICAL ACTION COMMITTEE","12G",2006,120,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092604002+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092604046+0","26-AUG-18"
"1494",1607,"C00141242","AGRI-MARK INC POLITICAL ACTION COMMITTEE","12G",2006,625,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092604047+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092604091+0","26-AUG-18"
"1495",1608,"C00325159","AIRTRAN AIRWAYS INC POLITICAL ACTION COMMITTEE","12G",2006,600,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092604092+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092604136+0","26-AUG-18"
"1496",1609,"C00352054","ARMENIAN AMERICAN PAC (ARMENPAC)","12G",2006,600,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092604137+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092604181+0","26-AUG-18"
"1497",1610,"C00363382","AVAYA INCORPORATED POLITICAL ACTION COMMITTEE","12G",2006,500,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092604182+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092604226+0","26-AUG-18"
"1498",1611,"C00204388","BI-COUNTY POLITICAL ACTION COMMITTEE","12G",2006,255,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092604227+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092604271+0","26-AUG-18"
"1499",1612,"C00078287","CNA FINANCIAL CORPORATION CITIZENS FOR GOOD GOVERNMENT","12G",2006,1400,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092604272+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092604310+0","26-AUG-18"
"1500",1613,"C00304832","CONSTELLATION BRANDS INC POLITICAL ACTION COMMITTEE","12G",2006,750,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092604311+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092604352+0","26-AUG-18"
"1501",1614,"C00303818","COUNCIL FOR AFFORDABLE AND RURAL HOUSING PAC INC (CARH PAC)","12G",2006,500,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092604353+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092604397+0","26-AUG-18"
"1502",1615,"C00160630","DRUMMOND COMPANY, INC. POLITICAL ACTION COMMITTEE (DPAC)","12G",2006,160,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092604398+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092604442+0","26-AUG-18"
"1503",1616,"C00135855","ENERGEN CORPORATION POLITICAL ACTION COMMITTEE","12G",2006,900,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092604443+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092604487+0","26-AUG-18"
"1504",1617,"C00366070","FAA MANAGERS ASSOCIATION INC. PAC","12G",2006,600,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_28092620140+0","http://docquery.fec.gov/cgi-bin/fecimg/?_28092620219+0","26-AUG-18"
"1505",1618,"C00400242","FLORIDA FOR AMERICAS FUTURE PAC","12G",2006,900,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092604488+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092604532+0","26-AUG-18"
"1506",1619,"C00349639","FLORIDA PBA INC FRIENDS OF LAW ENFORCEMENT","12G",2006,900,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092604533+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092604574+0","26-AUG-18"
"1507",1620,"C00012328","FLORIDA SUGAR CANE LEAGUE PAC","12G",2006,500,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092604575+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092604619+0","26-AUG-18"
"1508",1621,"C00242040","FOREST LANDOWNERS ASSOCIATION, INC., POLITICAL ACTION COMMITTEE","12G",2006,500,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_27092604620+0","http://docquery.fec.gov/cgi-bin/fecimg/?_27092604664+0","26-AUG-18"
